,time_casa,time_visitante,totalgolsht,possebolacasaht,possebolavisitanteht,chutescasaht,chutesvisitanteht,chutesnogolcasaht,chutesnogolvisitanteht,chutesforagolcasaht,chutesforagolvisitanteht,chutesbloqueadoscasaht,chutesbloqueadosvisitanteht,cornercasaht,cornervisitanteht,chutesdentroareacasaht,chutesdentroareavisitanteht,chutesforaareacasaht,chutesforaareavisitanteht,defesasgoleirocasaht,defesasgoleirovisitanteht,passescasaht,passesvisitanteht,passescertoscasaht,passescertosvisitanteht,duelosganhoscasaht,duelosganhosvisitanteht,disputasaereasvencidascasaht,disputasaereasvencidasvisitanteht,PSH,PSD,PSA,vencedorft
674,West Ham,Stoke,0,62,38,6,5,3,4,2,0,1,1,4,0,2,3,4,2,4,3,247,153,80,64,33,42,16,21,2.01,3.52,4.19,D
675,Tottenham,Leicester,0,66,34,10,3,3,1,3,2,4,0,7,2,4,2,6,1,1,3,272,142,81,63,28,24,14,6,1.75,3.95,5.09,A
676,Man City,Southampton,1,66,34,3,2,0,1,3,1,0,0,3,2,1,2,2,0,0,0,298,144,84,69,27,26,9,6,1.5,4.63,7.3,D
677,Newcastle,West Ham,1,57,43,7,1,1,1,4,0,2,0,4,1,4,1,3,0,0,1,253,195,83,69,22,38,7,13,2.5,3.38,3.1,A
678,Man City,Everton,1,70,30,9,2,3,0,3,1,3,1,5,0,6,1,3,1,0,3,367,146,87,74,28,13,8,3,1.22,7.01,13.26,H
679,West Brom,Bournemouth,0,27,73,1,7,0,2,1,2,0,3,0,2,0,4,1,3,2,0,130,353,67,88,11,25,3,7,2.64,3.27,2.98,A
680,Leicester,Swansea,1,63,37,4,0,4,0,0,0,0,0,0,1,3,0,1,0,0,2,295,165,86,75,17,26,4,8,1.81,3.59,5.3,D
681,Southampton,Crystal Palace,1,49,51,4,8,1,1,2,5,1,2,1,3,2,3,2,5,0,1,239,248,82,79,29,28,13,8,2.39,3.38,3.25,D
682,West Brom,Man United,2,37,63,2,4,1,2,0,0,1,2,2,3,1,2,1,2,0,1,193,333,81,85,18,21,2,5,6.35,4.09,1.62,A
683,Bournemouth,Everton,2,47,53,5,6,3,5,2,0,0,1,3,5,2,5,3,1,3,2,233,255,82,80,27,30,10,7,2.95,3.53,2.51,D
684,Liverpool,Leicester,2,73,27,4,3,2,1,1,1,1,1,4,0,4,3,0,0,0,1,424,152,88,73,23,33,5,9,1.24,6.55,13.11,D
685,Tottenham,Leicester,1,65,35,10,3,3,0,5,2,2,1,4,1,5,2,5,1,0,2,264,140,84,68,38,19,15,3,1.64,4.1,6.03,D
686,Burnley,Man United,0,42,58,5,5,2,0,3,3,0,2,1,2,4,3,1,2,0,2,195,256,70,81,19,31,4,18,6.98,3.95,1.6,A
687,Southampton,Leicester,0,61,39,5,1,2,0,2,1,1,0,7,2,4,1,1,0,0,2,266,172,87,80,31,27,10,9,2.45,3.34,3.18,A
688,Liverpool,Arsenal,4,54,46,7,7,4,4,2,1,1,2,2,3,2,6,5,1,1,2,250,213,77,74,24,18,7,8,2.84,3.58,2.57,D
689,Huddersfield,Man United,1,41,59,4,8,1,2,1,2,2,4,2,5,2,4,2,4,1,1,182,261,73,83,26,24,8,6,9.23,5.56,1.34,D
690,West Brom,Tottenham,2,39,61,4,3,1,1,1,1,2,1,1,1,3,1,1,2,0,0,173,290,66,81,23,17,8,3,4.75,3.69,1.85,D
691,Chelsea,Wolves,0,77,23,5,0,1,0,0,0,4,0,4,0,3,0,2,0,0,1,454,139,90,74,31,31,5,6,1.59,4.04,6.93,D
692,Arsenal,Leicester,2,65,35,10,5,3,2,6,1,1,2,6,3,4,2,6,3,2,2,315,161,87,77,23,21,7,3,1.56,4.36,6.51,H
693,Crystal Palace,Arsenal,1,31,69,6,12,0,6,5,2,1,4,2,1,1,6,5,6,5,0,157,350,73,87,32,28,13,10,4.54,4.0,1.8,A
694,Tottenham,Chelsea,2,41,59,13,6,7,1,4,2,2,3,4,1,9,2,4,4,1,5,196,282,78,87,32,29,10,5,2.87,3.5,2.6,H
695,Southampton,Middlesbrough,0,56,44,5,4,1,2,3,0,1,2,1,2,4,4,1,0,1,1,255,192,79,73,31,32,12,9,1.68,3.68,6.42,H
696,Liverpool,Crystal Palace,1,72,28,10,2,3,1,4,1,3,0,6,0,7,2,3,0,0,3,382,147,85,69,27,33,9,10,1.19,7.45,16.08,H
697,Brighton,Arsenal,3,31,69,11,5,6,2,3,1,2,2,5,6,8,5,3,0,1,4,133,299,73,83,27,25,12,12,4.04,3.7,1.99,H
698,Watford,Leicester,0,56,44,5,6,1,4,2,2,2,0,1,4,4,5,1,1,3,1,237,187,73,73,38,30,9,8,3.01,3.33,2.58,A
699,Southampton,Arsenal,1,37,63,6,5,1,2,4,3,1,0,0,4,2,5,4,0,2,0,180,293,76,83,25,27,3,12,3.6,3.53,2.18,H
700,Tottenham,Swansea,1,59,41,11,5,6,2,4,1,1,2,2,3,10,3,1,2,1,6,240,164,78,62,28,18,16,7,1.48,4.5,8.27,H
701,Burnley,Southampton,0,45,55,5,5,1,2,1,2,3,1,1,0,4,3,1,2,2,1,189,242,63,73,37,39,20,20,2.59,3.43,2.91,D
702,Swansea,Stoke,1,53,47,3,4,2,1,1,3,0,0,2,1,3,3,0,1,1,1,247,222,86,82,24,27,7,8,2.15,3.53,3.68,H
703,Burnley,Huddersfield,0,52,48,2,2,0,0,1,1,1,1,3,2,1,0,1,2,0,0,232,210,73,76,27,28,14,8,2.21,3.23,3.89,D
704,Man City,Everton,0,49,51,5,4,2,2,3,2,0,0,3,3,4,3,1,1,2,2,254,267,90,89,26,21,6,2,1.52,4.88,6.44,D
705,Liverpool,Wolves,1,61,39,5,2,3,0,1,2,1,0,1,1,4,2,1,0,0,2,310,196,83,71,24,18,9,7,1.31,5.77,10.54,H
706,Swansea,Huddersfield,1,42,58,4,3,2,1,1,1,1,1,3,2,3,3,1,0,1,1,173,242,75,83,26,26,9,7,2.21,3.16,3.98,H
707,Crystal Palace,Middlesbrough,1,51,49,9,2,3,0,4,2,2,0,2,1,7,0,2,2,0,2,202,202,77,76,27,25,13,6,2.12,3.13,4.37,H
708,Chelsea,Newcastle,2,66,34,5,5,2,2,1,3,2,0,3,3,4,3,1,2,1,1,374,189,86,75,30,25,9,7,1.22,6.67,15.97,H
709,Leicester,Bournemouth,0,41,59,5,4,0,0,5,3,0,1,0,0,4,4,1,0,0,0,211,296,71,81,28,37,9,11,1.94,3.75,4.18,D
710,Newcastle,Arsenal,2,28,72,3,10,3,3,0,5,0,2,2,3,2,6,1,4,2,2,125,323,64,88,28,36,7,11,3.27,3.65,2.27,H
711,West Brom,Huddersfield,0,46,54,3,4,0,2,2,0,1,2,2,1,2,3,1,1,2,0,176,209,64,67,34,34,11,15,1.98,3.3,4.7,A
712,Crystal Palace,Sunderland,0,61,39,6,4,2,0,2,3,2,1,4,1,2,4,4,0,0,2,237,157,82,64,21,36,10,8,1.56,4.31,6.77,A
713,Huddersfield,Burnley,0,56,44,3,7,1,1,2,4,0,2,2,4,0,6,3,1,1,1,199,149,68,60,36,27,19,12,2.32,3.16,3.67,D
714,Chelsea,Swansea,2,68,32,7,2,2,1,3,1,2,0,5,1,5,2,2,0,0,1,378,173,87,77,26,16,3,4,1.27,6.51,12.91,H
715,Southampton,West Brom,0,66,34,9,3,2,0,6,2,1,1,7,1,6,0,3,3,0,2,272,141,84,68,24,23,9,10,1.82,3.47,5.49,H
716,Burnley,West Ham,2,44,56,8,1,2,1,4,0,2,0,1,2,7,1,1,0,1,0,178,226,74,73,23,32,6,9,3.39,3.53,2.27,H
717,Brighton,Arsenal,2,30,70,6,6,3,4,2,1,1,1,3,3,3,4,3,2,3,2,156,380,77,91,10,16,4,4,5.26,3.84,1.75,D
718,Stoke,Bournemouth,2,44,56,5,5,2,3,2,1,1,1,3,2,4,3,1,2,1,2,198,257,72,81,24,27,10,7,2.21,3.44,3.61,A
719,Liverpool,Aston Villa,1,70,30,7,5,4,1,2,3,1,1,6,1,3,4,4,1,1,3,302,123,90,74,28,19,5,3,1.53,4.28,7.48,H
720,Norwich,Newcastle,1,43,57,5,2,4,0,1,2,0,0,2,0,4,1,1,1,0,3,178,239,68,81,25,18,11,11,2.19,3.41,3.7,H
721,Crystal Palace,Bournemouth,4,44,56,11,4,4,3,5,0,2,1,3,2,8,3,3,1,1,2,172,228,78,81,27,28,9,4,2.04,3.47,4.16,D
722,Man United,Watford,1,62,38,14,3,7,1,5,2,2,0,2,0,7,1,7,2,1,6,309,187,85,68,43,16,9,3,1.27,6.4,13.0,H
723,Liverpool,Bournemouth,2,71,29,9,4,6,1,2,1,1,2,5,0,6,2,3,2,1,4,392,160,87,70,30,18,11,4,1.2,7.34,15.64,H
724,Sunderland,Watford,1,44,56,5,8,0,5,5,2,0,1,3,1,3,6,2,2,3,1,194,252,71,77,17,33,4,17,2.86,3.31,2.71,A
725,Everton,Southampton,2,58,42,8,7,6,2,1,4,1,1,2,2,7,4,1,3,2,4,214,148,78,63,37,30,12,14,1.89,3.56,4.71,H
726,Liverpool,Huddersfield,3,67,33,9,3,4,0,5,2,0,1,2,3,7,3,2,0,0,1,342,164,85,71,26,19,8,4,1.08,13.99,30.97,H
727,Bournemouth,Swansea,2,42,58,6,6,1,1,5,5,0,0,2,2,4,2,2,4,0,0,162,224,70,80,29,36,8,9,1.96,3.49,4.47,H
728,Everton,Tottenham,2,51,49,4,9,0,3,3,3,1,3,2,2,3,6,1,3,1,0,225,213,80,79,20,23,5,9,3.94,3.5,2.08,A
729,Leicester,West Ham,1,48,52,3,6,1,1,2,4,0,1,0,1,2,4,1,2,1,0,178,187,70,72,28,27,9,5,1.92,3.75,4.3,D
730,Liverpool,Arsenal,2,57,43,9,2,4,1,2,1,3,0,5,3,6,0,3,2,1,2,250,188,80,77,26,31,12,10,2.14,3.51,3.73,H
731,Liverpool,Newcastle,1,72,28,7,3,3,1,3,2,1,0,6,1,4,2,3,1,1,2,351,129,85,63,17,22,9,6,1.16,8.26,19.61,H
732,Crystal Palace,Arsenal,2,32,68,4,14,2,5,0,4,2,5,3,1,0,10,4,4,3,1,158,339,78,89,26,31,5,8,5.34,3.97,1.72,A
733,Brighton,Swansea,1,47,53,7,5,1,0,4,3,2,2,3,4,4,2,3,3,1,0,191,210,77,80,28,24,8,6,2.11,3.15,4.36,H
734,Leicester,Sunderland,3,47,53,10,5,5,2,3,2,2,1,1,2,8,3,2,2,2,2,189,219,76,81,31,29,8,16,1.99,3.48,4.34,H
735,Watford,Crystal Palace,0,56,44,8,6,1,1,5,2,2,3,4,3,4,4,4,2,1,1,205,156,77,76,22,24,7,5,2.49,3.36,3.12,A
736,Sunderland,Man United,1,29,71,4,10,3,5,0,2,1,3,2,4,2,2,2,8,4,3,124,308,67,86,26,30,7,14,10.52,5.32,1.36,A
737,Everton,Wolves,3,60,40,5,4,2,3,0,1,3,0,2,1,4,3,1,1,1,1,235,156,77,68,29,29,10,13,2.44,3.33,3.21,A
738,Southampton,Everton,2,70,30,7,2,1,1,4,1,2,0,3,2,6,0,1,2,0,0,366,152,86,69,38,20,15,11,1.88,3.49,4.98,H
739,Huddersfield,Bournemouth,1,55,45,3,3,1,2,2,1,0,0,1,3,0,3,3,0,1,1,238,200,78,73,20,27,9,3,3.53,3.27,2.31,A
740,Burnley,West Brom,0,69,31,7,3,0,0,5,1,2,2,3,4,4,3,3,0,4,1,257,112,81,54,27,15,16,8,2.64,3.17,3.07,A
741,Liverpool,West Ham,2,66,34,8,3,5,1,2,1,1,1,1,3,7,3,1,0,1,3,359,183,89,80,20,28,4,5,1.27,6.35,13.25,H
742,Swansea,Burnley,0,59,41,3,6,0,0,1,4,2,2,2,1,3,2,0,4,0,0,253,183,81,73,28,31,18,23,2.5,2.99,3.5,H
743,Chelsea,Watford,0,57,43,5,7,1,1,3,5,1,1,0,2,4,5,1,2,1,1,282,206,83,74,23,25,9,13,1.39,5.14,8.58,H
744,Sunderland,Stoke,0,40,60,5,3,1,1,1,2,3,0,4,4,2,2,3,1,2,1,187,275,80,87,29,19,10,4,3.16,3.28,2.51,H
745,Everton,Norwich,2,46,54,10,7,6,1,2,4,2,2,3,5,6,5,4,2,2,4,186,213,77,77,27,20,10,8,1.75,4.33,4.58,H
746,Southampton,Everton,2,50,50,7,6,2,3,4,1,1,2,3,3,6,4,1,2,1,2,215,218,82,80,26,23,9,10,1.98,3.6,4.21,A
747,Chelsea,Southampton,2,57,43,6,3,3,2,1,1,2,0,0,5,2,2,4,1,1,2,291,208,78,72,31,32,13,10,1.83,3.76,4.84,A
748,Crystal Palace,Burnley,1,42,58,10,3,2,1,3,1,5,1,2,1,6,1,4,2,1,1,145,206,66,76,22,36,14,20,2.02,3.3,4.51,H
749,Sunderland,Man City,1,42,58,4,6,1,1,2,3,1,2,3,2,3,4,1,2,0,1,168,240,65,75,38,28,8,8,7.5,4.73,1.48,A
750,West Ham,West Brom,1,61,39,8,2,3,0,4,2,1,0,2,0,6,1,2,1,0,2,257,159,82,74,34,22,7,4,2.1,3.41,3.98,D
751,Huddersfield,West Brom,1,68,32,7,2,3,1,3,0,1,1,3,2,2,1,5,1,1,2,287,137,86,69,30,20,11,9,2.78,3.01,3.04,H
752,Crystal Palace,Newcastle,0,57,43,10,3,3,1,4,2,3,0,4,4,4,2,6,1,1,3,229,170,77,72,39,19,9,6,2.18,3.38,3.77,D
753,Man City,Tottenham,1,54,46,10,2,5,0,3,2,2,0,2,0,7,1,3,1,0,4,253,218,81,78,24,28,2,4,1.57,4.6,6.0,H
754,Bournemouth,Huddersfield,3,28,72,3,11,2,4,1,4,0,3,3,6,3,9,0,2,3,0,129,331,66,84,28,34,11,17,1.7,3.82,5.82,H
755,Bournemouth,Liverpool,2,53,47,6,11,1,5,2,3,3,3,2,1,2,7,4,4,3,1,273,238,77,76,30,30,11,6,3.71,3.52,2.14,A
756,Leicester,Man City,1,25,75,0,6,0,2,0,4,0,0,1,4,0,3,0,3,1,1,119,343,61,90,18,21,6,8,9.06,5.89,1.35,A
757,Everton,Brighton,2,62,38,8,4,1,2,6,0,1,2,3,3,7,2,1,2,1,0,253,154,86,64,25,25,15,12,1.58,4.07,7.01,H
758,Leicester,Aston Villa,1,42,58,6,8,1,3,3,2,2,3,1,4,1,5,5,3,2,1,182,243,75,80,32,34,9,12,1.86,3.74,4.62,H
759,Cardiff,Burnley,0,52,48,10,1,2,0,4,1,4,0,6,1,8,0,2,1,0,1,142,138,61,56,42,32,29,18,2.63,3.13,3.14,A
760,Watford,Burnley,2,59,41,9,1,5,1,1,0,3,0,2,1,5,0,4,1,1,3,230,158,73,54,28,34,15,17,2.12,3.28,4.1,H
761,Everton,Arsenal,1,48,52,6,1,2,0,2,0,2,1,1,2,3,1,3,0,0,1,227,251,78,78,31,28,11,6,3.01,3.67,2.41,H
762,Aston Villa,Everton,2,40,60,6,4,3,4,1,0,2,0,3,1,2,4,4,0,1,3,216,329,79,86,26,21,5,6,4.44,3.69,1.91,A
763,Huddersfield,Chelsea,2,40,60,3,3,1,2,2,0,0,1,1,1,1,3,2,0,0,1,192,301,72,86,31,33,13,14,6.41,4.02,1.62,A
764,Swansea,Newcastle,1,58,42,9,4,3,2,3,2,3,0,3,3,2,1,7,3,2,2,270,198,89,81,22,15,3,3,1.94,3.66,4.3,H
765,Bournemouth,Liverpool,2,41,59,1,5,0,2,0,2,1,1,1,6,0,3,1,2,0,0,225,310,82,86,28,25,5,3,4.63,4.01,1.8,H
766,Crystal Palace,Burnley,1,58,42,9,0,3,0,3,0,3,0,4,0,2,0,7,0,0,2,299,204,79,74,24,18,6,10,1.62,3.92,6.65,H
767,Tottenham,Newcastle,0,68,32,5,7,3,3,2,3,0,1,2,2,3,4,2,3,3,3,296,136,82,58,21,31,8,12,1.19,7.8,17.0,H
768,Man United,Chelsea,2,41,59,3,7,2,4,0,3,1,0,0,2,3,6,0,1,3,1,208,297,80,88,24,28,3,4,2.3,3.3,3.55,H
769,Bournemouth,Brighton,0,68,32,7,2,1,0,3,2,3,0,1,0,1,0,6,2,0,1,421,198,92,78,30,24,10,4,2.17,3.44,3.74,H
770,Sunderland,Everton,2,43,57,8,2,4,0,1,2,3,0,2,0,4,1,4,1,0,2,213,287,79,81,23,30,10,9,1.75,4.0,5.05,H
771,Everton,Arsenal,2,28,72,4,17,1,9,2,3,1,5,0,6,3,10,1,7,8,0,134,354,65,84,19,29,8,6,3.84,3.71,2.04,A
772,Newcastle,Liverpool,0,40,60,2,4,0,0,2,2,0,2,1,5,1,1,1,3,0,0,201,282,69,77,27,34,10,17,5.75,4.35,1.62,H
773,Chelsea,Crystal Palace,0,67,33,12,5,4,2,6,2,2,1,4,5,7,3,5,2,2,4,355,170,87,76,28,17,10,7,1.37,5.26,10.17,A
774,Southampton,Man United,2,36,64,8,4,3,1,4,2,1,1,2,3,5,3,3,1,0,2,181,321,80,87,30,22,8,9,3.22,3.3,2.46,A
775,Newcastle,Leicester,1,38,62,3,8,1,4,1,2,1,2,2,5,2,7,1,1,3,1,166,264,64,80,27,31,8,16,2.61,3.3,3.01,A
776,Leicester,Southampton,0,40,60,4,5,0,2,1,2,3,1,2,3,2,4,2,1,2,0,235,339,77,86,20,23,8,9,2.24,3.35,3.63,D
777,Watford,Everton,2,56,44,6,1,3,1,3,0,0,0,1,1,6,1,0,0,0,2,223,178,79,65,41,29,13,9,3.15,3.39,2.45,H
778,Chelsea,Swansea,0,63,37,11,0,6,0,4,0,1,0,7,0,7,0,4,0,0,6,320,194,88,79,29,17,13,5,1.2,7.85,17.11,H
779,Bournemouth,Middlesbrough,2,66,34,8,3,4,2,2,1,2,0,2,1,4,0,4,3,2,2,312,152,90,80,31,26,6,8,1.93,3.79,4.24,H
780,Stoke,West Brom,2,49,51,6,7,3,3,1,3,2,1,0,5,2,4,4,3,3,1,197,190,73,72,39,29,16,13,2.34,3.21,3.55,H
781,Arsenal,Man City,3,52,48,5,6,2,3,3,2,0,1,2,2,3,4,2,2,1,1,223,200,76,74,26,27,3,7,3.22,3.82,2.23,D
782,Bournemouth,Man United,1,42,58,6,7,2,2,1,1,3,4,2,4,3,2,3,5,1,2,220,302,80,86,27,30,12,13,4.99,4.07,1.74,A
783,Swansea,Man United,1,35,65,2,9,0,4,2,4,0,1,1,2,2,7,0,2,3,0,158,301,73,89,29,25,9,4,12.01,5.33,1.33,A
784,Everton,Leicester,5,73,27,8,4,4,3,1,1,3,0,3,2,5,2,3,2,1,1,348,124,82,62,29,25,11,11,1.76,3.98,4.95,H
785,Chelsea,Crystal Palace,2,68,32,16,2,7,0,4,2,5,0,7,1,9,1,8,1,0,4,346,163,90,76,29,23,10,9,1.3,6.0,11.65,H
786,West Ham,Burnley,0,55,45,7,2,3,0,3,1,1,1,4,0,5,1,2,1,0,3,195,167,78,72,29,28,12,15,2.32,3.21,3.6,A
787,Stoke,Sunderland,2,57,43,6,5,3,0,2,2,1,3,2,4,6,3,0,2,0,1,241,174,83,76,28,19,8,5,1.98,3.51,4.34,H
788,Chelsea,Hull,1,59,41,4,3,2,2,1,1,1,0,7,2,1,1,3,2,2,1,331,241,86,82,19,29,2,10,1.18,8.5,18.0,H
789,Stoke,Watford,1,57,43,8,3,2,0,3,2,3,1,5,0,5,1,3,2,0,1,212,168,74,63,27,28,12,12,1.89,3.58,4.7,H
790,Man United,Everton,0,54,46,7,1,0,0,3,0,4,1,4,1,3,0,4,1,0,0,266,229,80,73,17,34,8,6,2.11,3.47,3.89,H
791,Leicester,Everton,2,41,59,7,4,3,1,3,3,1,0,2,2,5,1,2,3,1,1,183,257,74,82,29,31,10,11,2.16,3.47,3.71,H
792,Huddersfield,Tottenham,2,50,50,3,5,1,3,2,2,0,0,2,0,1,5,2,0,1,1,206,206,74,74,33,34,9,15,8.01,4.5,1.48,A
793,Chelsea,Man City,3,38,62,5,9,3,5,1,1,1,3,1,3,4,4,1,5,4,1,217,352,78,88,23,24,7,5,2.41,3.56,3.08,H
794,Man City,Wolves,2,78,22,10,1,4,0,2,1,4,0,7,0,6,1,4,0,0,2,415,121,91,61,22,20,10,7,1.19,7.47,16.79,H
795,Tottenham,Chelsea,1,64,36,13,4,6,1,4,2,3,1,7,1,8,2,5,2,0,6,271,150,85,69,34,37,8,7,2.08,3.58,3.85,A
796,West Brom,West Ham,0,38,62,4,6,0,1,3,3,1,2,2,2,3,3,1,3,1,0,161,259,73,84,11,20,2,7,2.36,3.27,3.43,D
797,Aston Villa,Liverpool,2,37,63,2,6,0,4,2,1,0,1,0,2,0,4,2,2,2,0,219,364,79,88,23,26,7,6,4.89,3.59,1.86,A
798,West Ham,Man United,0,36,64,5,3,1,1,4,2,0,0,2,0,0,3,5,0,1,1,204,373,78,90,22,20,1,5,5.77,4.13,1.65,A
799,Chelsea,Everton,3,60,40,9,0,3,0,5,0,1,0,2,0,7,0,2,0,0,0,319,211,90,80,33,25,7,9,1.57,4.37,6.47,H
800,Crystal Palace,Wolves,0,70,30,2,3,1,1,1,2,0,0,4,2,1,2,1,1,1,1,360,152,87,72,25,32,7,10,2.99,3.21,2.65,A
801,Leicester,Tottenham,0,28,72,6,7,0,2,2,3,4,2,1,2,3,3,3,4,2,0,123,335,70,89,35,22,7,11,2.69,3.52,2.75,D
802,Watford,Brighton,0,45,55,3,8,0,1,1,3,2,4,2,3,1,6,2,2,1,0,201,230,75,80,25,20,10,8,1.99,3.37,4.5,D
803,Newcastle,Sunderland,1,57,43,6,10,1,3,5,6,0,1,0,3,2,6,4,4,2,1,202,149,81,68,32,34,10,8,2.13,3.43,3.85,D
804,Chelsea,West Ham,1,63,37,9,1,2,0,5,0,2,1,5,3,5,1,4,0,0,1,334,193,82,74,29,15,13,3,1.28,6.34,11.91,D
805,Middlesbrough,Crystal Palace,2,53,47,4,7,2,2,2,2,0,3,4,4,3,3,1,4,1,1,249,212,84,84,21,30,3,14,2.31,3.2,3.65,A
806,Aston Villa,Watford,2,68,32,11,6,5,3,4,1,2,2,7,2,6,3,5,3,2,4,249,119,83,55,28,20,12,5,2.77,3.25,2.85,A
807,Man City,Watford,0,61,39,8,2,2,0,3,0,3,2,6,2,5,2,3,0,0,2,342,220,91,81,25,30,7,0,1.19,8.0,17.75,H
808,West Ham,Hull,0,57,43,6,10,1,2,2,6,3,2,6,2,4,7,2,3,2,1,225,169,84,73,20,28,12,11,1.67,4.09,5.7,H
809,Man United,West Ham,1,43,57,10,7,1,0,4,4,5,3,2,4,6,4,4,3,0,0,195,254,82,80,17,33,4,7,1.42,5.02,8.33,H
810,Leicester,Hull,2,57,43,7,2,1,1,3,1,3,0,5,2,5,1,2,1,0,0,239,179,76,73,27,30,6,16,1.87,3.55,4.92,H
811,Newcastle,Leicester,2,36,64,5,9,3,3,2,6,0,0,3,2,1,4,4,5,2,2,188,326,69,83,26,33,14,11,2.64,3.32,2.95,A
812,West Brom,Burnley,3,40,60,8,2,5,0,3,1,0,1,1,0,3,1,5,1,0,2,205,288,77,83,26,22,11,14,1.92,3.39,4.93,H
813,Leicester,Everton,0,34,66,3,2,1,0,1,2,1,0,2,2,0,1,3,1,0,1,177,335,66,79,24,32,8,18,2.57,3.33,3.03,A
814,Sunderland,Stoke,4,47,53,5,8,2,5,1,0,2,3,1,2,3,6,2,2,2,1,208,225,75,77,19,31,1,11,3.09,3.45,2.46,A
815,Arsenal,West Ham,0,65,35,8,3,2,0,4,3,2,0,3,0,5,1,3,2,0,2,313,164,85,73,30,31,10,8,1.42,5.32,7.89,H
816,Man United,Brighton,0,60,40,7,2,3,2,2,0,2,0,2,0,4,1,3,1,2,3,311,211,86,79,21,26,7,7,1.19,7.42,20.97,H
817,Brighton,Leicester,0,49,51,6,2,0,2,3,0,3,0,0,0,5,2,1,0,2,0,224,227,79,81,19,28,6,10,2.82,3.2,2.84,A
818,Leicester,West Brom,0,60,40,5,2,1,0,2,2,2,0,1,0,4,0,1,2,0,1,289,189,79,76,29,27,10,11,2.03,3.4,4.28,D
819,Burnley,Wolves,1,42,58,2,2,0,0,2,1,0,1,0,3,1,1,1,1,0,0,178,239,66,72,35,32,19,18,3.21,3.23,2.5,H
820,Crystal Palace,Brighton,1,64,36,9,1,2,1,2,0,5,0,5,0,5,1,4,0,0,2,312,179,83,70,25,23,2,8,1.88,3.52,4.85,A
821,West Ham,Sunderland,0,62,38,13,5,1,1,6,2,6,2,4,0,8,2,5,3,1,1,264,159,86,70,25,19,5,4,1.68,4.07,5.52,H
822,Cardiff,Tottenham,3,27,73,1,4,1,3,0,1,0,0,4,1,0,2,1,2,0,1,154,420,73,89,16,23,5,10,7.19,4.45,1.5,A
823,Brighton,Cardiff,1,59,41,6,5,1,2,3,2,2,1,3,2,3,2,3,3,1,1,236,169,75,63,34,46,19,23,2.01,3.27,4.53,A
824,Burnley,Crystal Palace,1,55,45,11,1,2,0,6,1,3,0,4,1,6,0,5,1,0,2,224,189,76,68,23,31,12,10,2.9,3.32,2.67,A
825,Man City,West Ham,0,78,22,11,0,1,0,8,0,2,0,7,0,8,0,3,0,0,1,401,116,87,64,24,19,8,9,1.16,8.38,17.97,H
826,Arsenal,Liverpool,2,50,50,6,8,3,3,2,3,1,2,3,0,4,5,2,3,2,2,241,238,77,78,36,32,13,8,2.41,3.53,3.1,A
827,Brighton,Man City,0,23,77,1,9,1,2,0,4,0,3,0,5,1,4,0,5,2,1,111,354,58,86,22,14,10,7,10.95,5.55,1.34,A
828,Crystal Palace,Sunderland,4,64,36,6,7,1,7,3,0,2,0,4,1,4,5,2,2,3,1,228,136,77,68,24,24,9,9,1.73,3.91,5.37,A
829,Burnley,Man United,2,42,58,1,9,0,4,1,2,0,3,0,0,0,5,1,4,2,0,232,317,81,88,25,14,11,4,5.94,3.85,1.68,A
830,Arsenal,Burnley,1,64,36,7,2,4,1,0,0,3,1,0,2,6,1,1,1,1,3,343,181,90,76,25,22,11,7,1.23,6.4,14.96,H
831,Everton,Watford,0,63,37,7,7,3,1,1,4,3,2,5,4,3,6,4,1,1,3,301,167,84,75,32,32,17,14,1.45,4.79,8.05,H
832,Tottenham,Sunderland,2,69,31,15,3,5,2,5,1,5,0,6,2,9,1,6,2,1,4,308,141,82,62,29,20,11,5,1.35,5.48,10.2,H
833,Everton,Bournemouth,0,56,44,8,7,0,2,4,4,4,1,3,3,4,3,4,4,2,0,229,171,79,67,32,33,15,10,1.76,4.0,4.91,H
834,West Brom,Tottenham,0,23,77,3,10,2,5,1,1,0,4,0,5,3,5,0,5,5,2,102,345,60,90,19,27,5,7,5.45,3.91,1.72,D
835,Chelsea,West Brom,2,60,40,7,8,1,2,4,5,2,1,3,2,5,4,2,4,1,0,277,171,80,65,25,32,11,9,1.46,4.58,8.54,D
836,Tottenham,Man United,2,46,54,9,4,3,2,3,2,3,0,2,1,6,4,4,0,2,2,226,261,77,80,29,29,10,8,2.32,3.42,3.38,H
837,Everton,Brighton,0,66,34,9,2,1,2,6,0,2,0,8,0,5,1,4,1,2,1,239,132,80,58,22,24,11,12,2.22,3.24,3.83,H
838,Southampton,Brighton,1,67,33,9,7,0,2,6,4,3,1,5,1,5,4,4,3,1,0,322,157,82,68,20,35,9,23,1.77,3.48,5.99,D
839,Swansea,Liverpool,2,48,52,11,7,7,2,2,3,2,2,3,2,9,2,2,5,2,5,217,245,81,83,25,28,6,6,3.15,3.56,2.37,H
840,Man United,Burnley,0,69,31,8,3,0,1,5,0,3,2,5,3,3,1,5,2,1,0,295,133,87,67,16,17,7,9,1.29,5.73,11.91,D
841,Southampton,Man United,0,50,50,7,7,3,1,3,4,1,2,3,3,3,1,4,6,1,3,257,255,81,85,20,16,10,6,2.76,3.33,2.8,D
