HomeTeam;AwayTeam;FTR;Div;Aposta;odd;resultado_aposta;retorno;faixa_odd
Lens;Nice;H;F1;H;2.15;ganha;114.99999999999999;(2.0, 2.25]
Monaco;Valenciennes;A;F1;H;2.0;perdida;-100.0;(1.75, 2.0]
Nancy;Lorient;H;F1;H;2.35;ganha;135.0;(2.25, 2.5]
Rennes;Montpellier;A;F1;H;1.83;perdida;-100.0;(1.75, 2.0]
Sochaux;Toulouse;A;F1;H;2.25;perdida;-100.0;(2.0, 2.25]
St Etienne;Caen;D;F1;H;1.8;perdida;-100.0;(1.75, 2.0]
Arles;Lyon;D;F1;H;7.0;perdida;-100.0;(5.0, 10.0]
Lille;Marseille;A;F1;H;2.5;perdida;-100.0;(2.25, 2.5]
Paris SG;Auxerre;A;F1;H;1.75;perdida;-100.0;(1.5, 1.75]
Auxerre;Nice;H;F1;H;1.95;ganha;95.0;(1.75, 2.0]
Brest;St Etienne;H;F1;H;2.63;ganha;163.0;(2.5, 3.0]
Caen;Nancy;A;F1;H;2.05;perdida;-100.0;(2.0, 2.25]
Lorient;Arles;H;F1;H;1.5;ganha;50.0;(1.25, 1.5]
Lyon;Sochaux;H;F1;H;1.5;ganha;50.0;(1.25, 1.5]
Toulouse;Lens;D;F1;H;1.75;perdida;-100.0;(1.5, 1.75]
Montpellier;Paris SG;D;F1;H;2.6;perdida;-100.0;(2.5, 3.0]
Valenciennes;Lille;D;F1;H;3.4;perdida;-100.0;(3.0, 3.5]
Monaco;Bordeaux;D;F1;H;2.8;perdida;-100.0;(2.5, 3.0]
Arles;Caen;H;F1;H;3.25;ganha;225.0;(3.0, 3.5]
Bordeaux;Valenciennes;D;F1;H;1.73;perdida;-100.0;(1.5, 1.75]
Rennes;Lyon;D;F1;H;2.7;perdida;-100.0;(2.5, 3.0]
Sochaux;Auxerre;D;F1;H;2.25;perdida;-100.0;(2.0, 2.25]
St Etienne;Lorient;A;F1;H;1.91;perdida;-100.0;(1.75, 2.0]
Lens;Montpellier;H;F1;H;2.38;ganha;138.0;(2.25, 2.5]
Lille;Brest;H;F1;H;1.67;ganha;67.0;(1.5, 1.75]
Nancy;Monaco;A;F1;H;2.2;perdida;-100.0;(2.0, 2.25]
Nice;Toulouse;H;F1;H;2.6;ganha;160.0;(2.5, 3.0]
Paris SG;Marseille;H;F1;H;2.5;ganha;150.0;(2.25, 2.5]
Bordeaux;Nancy;H;F1;H;1.75;ganha;75.0;(1.5, 1.75]
Brest;Sochaux;D;F1;H;2.0;perdida;-100.0;(1.75, 2.0]
Caen;Lille;A;F1;H;3.5;perdida;-100.0;(3.0, 3.5]
Marseille;Lens;D;F1;H;1.4;perdida;-100.0;(1.25, 1.5]
Monaco;Arles;D;F1;H;1.53;perdida;-100.0;(1.5, 1.75]
Montpellier;Toulouse;H;F1;H;2.05;ganha;104.99999999999999;(2.0, 2.25]
Auxerre;Rennes;H;F1;H;2.4;ganha;140.0;(2.25, 2.5]
Lorient;Paris SG;D;F1;H;3.0;perdida;-100.0;(2.5, 3.0]
Lyon;Nice;H;F1;H;1.36;ganha;36.00000000000001;(1.25, 1.5]
Nancy;Valenciennes;H;F1;H;2.15;ganha;114.99999999999999;(2.0, 2.25]
Nice;Montpellier;A;F1;H;2.5;perdida;-100.0;(2.25, 2.5]
Paris SG;Caen;H;F1;H;1.53;ganha;53.0;(1.5, 1.75]
Rennes;Brest;H;F1;H;1.75;ganha;75.0;(1.5, 1.75]
Sochaux;Lorient;H;F1;H;2.3;ganha;129.99999999999997;(2.25, 2.5]
St Etienne;Auxerre;D;F1;H;2.2;perdida;-100.0;(2.0, 2.25]
Toulouse;Marseille;A;F1;H;3.25;perdida;-100.0;(3.0, 3.5]
Arles;Bordeaux;A;F1;H;5.5;perdida;-100.0;(5.0, 10.0]
Lens;Lyon;A;F1;H;3.8;perdida;-100.0;(3.5, 4.0]
Lille;Monaco;H;F1;H;1.53;ganha;53.0;(1.5, 1.75]
Bordeaux;Lille;D;F1;H;2.38;perdida;-100.0;(2.25, 2.5]
Lorient;Rennes;H;F1;H;2.45;ganha;145.00000000000003;(2.25, 2.5]
Marseille;Montpellier;H;F1;H;1.53;ganha;53.0;(1.5, 1.75]
Monaco;Nice;D;F1;H;1.91;perdida;-100.0;(1.75, 2.0]
Nancy;St Etienne;D;F1;H;2.25;perdida;-100.0;(2.0, 2.25]
Valenciennes;Arles;H;F1;H;1.5;ganha;50.0;(1.25, 1.5]
Auxerre;Toulouse;A;F1;H;2.0;perdida;-100.0;(1.75, 2.0]
Caen;Sochaux;A;F1;H;2.2;perdida;-100.0;(2.0, 2.25]
Lyon;Paris SG;D;F1;H;1.91;perdida;-100.0;(1.75, 2.0]
Brest;Lens;H;F1;H;2.05;ganha;104.99999999999999;(2.0, 2.25]
Marseille;Rennes;D;F1;H;1.67;perdida;-100.0;(1.5, 1.75]
Valenciennes;St Etienne;D;F1;H;2.2;perdida;-100.0;(2.0, 2.25]
Arles;Nancy;D;F1;H;3.5;perdida;-100.0;(3.0, 3.5]
Lens;Auxerre;D;F1;H;2.4;perdida;-100.0;(2.25, 2.5]
Lille;Lorient;H;F1;H;1.53;ganha;53.0;(1.5, 1.75]
Montpellier;Lyon;A;F1;H;3.2;perdida;-100.0;(3.0, 3.5]
Rennes;Monaco;H;F1;H;1.73;ganha;73.0;(1.5, 1.75]
Sochaux;Valenciennes;H;F1;H;2.0;ganha;100.0;(1.75, 2.0]
Toulouse;Caen;H;F1;H;1.7;ganha;70.0;(1.5, 1.75]
Nice;Marseille;H;F1;H;4.0;ganha;300.0;(3.5, 4.0]
Paris SG;Brest;H;F1;H;1.6;ganha;60.00000000000001;(1.5, 1.75]
St Etienne;Bordeaux;D;F1;H;2.5;perdida;-100.0;(2.25, 2.5]
Arles;Lille;A;F1;H;7.5;perdida;-100.0;(5.0, 10.0]
Auxerre;Marseille;D;F1;H;3.2;perdida;-100.0;(3.0, 3.5]
Brest;Montpellier;D;F1;H;2.4;perdida;-100.0;(2.25, 2.5]
Caen;Nice;D;F1;H;2.05;perdida;-100.0;(2.0, 2.25]
Lorient;Lens;H;F1;H;1.91;ganha;90.99999999999999;(1.75, 2.0]
Nancy;Sochaux;H;F1;H;2.1;ganha;110.00000000000001;(2.0, 2.25]
Valenciennes;Paris SG;A;F1;H;3.2;perdida;-100.0;(3.0, 3.5]
Bordeaux;Rennes;D;F1;H;2.05;perdida;-100.0;(2.0, 2.25]
Lyon;Toulouse;H;F1;H;1.53;ganha;53.0;(1.5, 1.75]
Monaco;St Etienne;A;F1;H;2.4;perdida;-100.0;(2.25, 2.5]
Montpellier;Auxerre;D;F1;H;2.1;perdida;-100.0;(2.0, 2.25]
Nice;Brest;D;F1;H;2.4;perdida;-100.0;(2.25, 2.5]
Paris SG;Monaco;D;F1;H;1.53;perdida;-100.0;(1.5, 1.75]
Rennes;Valenciennes;H;F1;H;1.8;ganha;80.0;(1.75, 2.0]
St Etienne;Arles;H;F1;H;1.36;ganha;36.00000000000001;(1.25, 1.5]
Toulouse;Lorient;H;F1;H;2.1;ganha;110.00000000000001;(2.0, 2.25]
Marseille;Lyon;D;F1;H;2.1;perdida;-100.0;(2.0, 2.25]
Sochaux;Bordeaux;D;F1;H;2.7;perdida;-100.0;(2.5, 3.0]
Lorient;Montpellier;D;F1;H;2.1;perdida;-100.0;(2.0, 2.25]
Arles;Nice;D;F1;H;3.25;perdida;-100.0;(3.0, 3.5]
Bordeaux;Lens;D;F1;H;1.57;perdida;-100.0;(1.5, 1.75]
Brest;Marseille;D;F1;H;3.8;perdida;-100.0;(3.5, 4.0]
Caen;Rennes;H;F1;H;3.0;ganha;200.0;(2.5, 3.0]
Lille;St Etienne;D;F1;H;1.44;perdida;-100.0;(1.25, 1.5]
Lyon;Auxerre;D;F1;H;1.53;perdida;-100.0;(1.5, 1.75]
Monaco;Sochaux;H;F1;H;2.15;ganha;114.99999999999999;(2.0, 2.25]
Nancy;Paris SG;H;F1;H;3.5;ganha;250.0;(3.0, 3.5]
Valenciennes;Toulouse;H;F1;H;2.3;ganha;129.99999999999997;(2.25, 2.5]
Auxerre;Monaco;D;F1;H;1.83;perdida;-100.0;(1.75, 2.0]
Brest;Caen;A;F1;H;1.91;perdida;-100.0;(1.75, 2.0]
Lens;St Etienne;H;F1;H;2.5;ganha;150.0;(2.25, 2.5]
Lyon;Lorient;H;F1;H;1.5;ganha;50.0;(1.25, 1.5]
Montpellier;Valenciennes;H;F1;H;1.91;ganha;90.99999999999999;(1.75, 2.0]
Nice;Lille;A;F1;H;4.33;perdida;-100.0;(4.0, 4.5]
Paris SG;Sochaux;H;F1;H;1.5;ganha;50.0;(1.25, 1.5]
Rennes;Arles;H;F1;H;1.36;ganha;36.00000000000001;(1.25, 1.5]
Toulouse;Nancy;H;F1;H;2.1;ganha;110.00000000000001;(2.0, 2.25]
Marseille;Bordeaux;H;F1;H;1.73;ganha;73.0;(1.5, 1.75]
Lille;Nancy;H;F1;H;1.4;ganha;39.99999999999999;(1.25, 1.5]
Lens;Caen;H;F1;H;2.1;ganha;110.00000000000001;(2.0, 2.25]
Arles;Paris SG;A;F1;H;7.0;perdida;-100.0;(5.0, 10.0]
Caen;Auxerre;H;F1;H;2.4;ganha;140.0;(2.25, 2.5]
Lille;Lens;H;F1;H;1.36;ganha;36.00000000000001;(1.25, 1.5]
Lorient;Brest;H;F1;H;1.91;ganha;90.99999999999999;(1.75, 2.0]
Sochaux;Rennes;H;F1;H;2.4;ganha;140.0;(2.25, 2.5]
St Etienne;Toulouse;H;F1;H;2.2;ganha;120.00000000000001;(2.0, 2.25]
Valenciennes;Lyon;H;F1;H;3.75;ganha;275.0;(3.5, 4.0]
Bordeaux;Nice;H;F1;H;1.67;ganha;67.0;(1.5, 1.75]
Monaco;Marseille;D;F1;H;3.6;perdida;-100.0;(3.5, 4.0]
Nancy;Montpellier;A;F1;H;2.25;perdida;-100.0;(2.0, 2.25]
Brest;Nancy;H;F1;H;2.1;ganha;110.00000000000001;(2.0, 2.25]
Caen;Lorient;A;F1;H;2.3;perdida;-100.0;(2.25, 2.5]
Lens;Valenciennes;D;F1;H;2.1;perdida;-100.0;(2.0, 2.25]
Marseille;Arles;H;F1;H;1.2;ganha;19.999999999999996;(1.0, 1.25]
Montpellier;St Etienne;A;F1;H;2.1;perdida;-100.0;(2.0, 2.25]
Nice;Sochaux;H;F1;H;2.2;ganha;120.00000000000001;(2.0, 2.25]
Rennes;Paris SG;H;F1;H;2.5;ganha;150.0;(2.25, 2.5]
Auxerre;Lille;D;F1;H;3.5;perdida;-100.0;(3.0, 3.5]
Lyon;Bordeaux;D;F1;H;1.73;perdida;-100.0;(1.5, 1.75]
Toulouse;Monaco;H;F1;H;1.9;ganha;89.99999999999999;(1.75, 2.0]
Arles;Montpellier;D;F1;H;4.75;perdida;-100.0;(4.5, 5.0]
Bordeaux;Caen;A;F1;H;1.57;perdida;-100.0;(1.5, 1.75]
Monaco;Lorient;H;F1;H;2.2;ganha;120.00000000000001;(2.0, 2.25]
Nancy;Auxerre;H;F1;H;2.25;ganha;125.0;(2.0, 2.25]
Paris SG;Lens;D;F1;H;1.4;perdida;-100.0;(1.25, 1.5]
Sochaux;Marseille;A;F1;H;3.4;perdida;-100.0;(3.0, 3.5]
St Etienne;Lyon;A;F1;H;3.25;perdida;-100.0;(3.0, 3.5]
Lille;Toulouse;H;F1;H;1.5;ganha;50.0;(1.25, 1.5]
Rennes;Nice;H;F1;H;1.53;ganha;53.0;(1.5, 1.75]
Valenciennes;Brest;H;F1;H;2.15;ganha;114.99999999999999;(2.0, 2.25]
Lyon;Nancy;H;F1;H;1.44;ganha;43.99999999999999;(1.25, 1.5]
Auxerre;Arles;D;F1;H;1.36;perdida;-100.0;(1.25, 1.5]
Brest;Monaco;H;F1;H;2.5;ganha;150.0;(2.25, 2.5]
Caen;Valenciennes;D;F1;H;2.2;perdida;-100.0;(2.0, 2.25]
Lens;Sochaux;A;F1;H;2.0;perdida;-100.0;(1.75, 2.0]
Lorient;Bordeaux;H;F1;H;2.38;ganha;138.0;(2.25, 2.5]
Marseille;St Etienne;H;F1;H;1.55;ganha;55.00000000000001;(1.5, 1.75]
Montpellier;Lille;H;F1;H;3.4;ganha;240.0;(3.0, 3.5]
Nice;Paris SG;A;F1;H;3.75;perdida;-100.0;(3.5, 4.0]
Toulouse;Rennes;A;F1;H;2.4;perdida;-100.0;(2.25, 2.5]
Arles;Brest;D;F1;H;3.2;perdida;-100.0;(3.0, 3.5]
Bordeaux;Auxerre;H;F1;H;1.75;ganha;75.0;(1.5, 1.75]
Monaco;Caen;D;F1;H;1.91;perdida;-100.0;(1.75, 2.0]
Rennes;Lens;H;F1;H;1.73;ganha;73.0;(1.5, 1.75]
Sochaux;Montpellier;D;F1;H;2.3;perdida;-100.0;(2.25, 2.5]
St Etienne;Nice;A;F1;H;1.75;perdida;-100.0;(1.5, 1.75]
Valenciennes;Lorient;D;F1;H;2.1;perdida;-100.0;(2.0, 2.25]
Lille;Lyon;D;F1;H;2.1;perdida;-100.0;(2.0, 2.25]
Nancy;Marseille;A;F1;H;3.75;perdida;-100.0;(3.5, 4.0]
Paris SG;Toulouse;H;F1;H;1.62;ganha;62.000000000000014;(1.5, 1.75]
Auxerre;Paris SG;H;F1;H;3.25;ganha;225.0;(3.0, 3.5]
Caen;St Etienne;H;F1;H;2.38;ganha;138.0;(2.25, 2.5]
Lorient;Nancy;D;F1;H;1.8;perdida;-100.0;(1.75, 2.0]
Montpellier;Rennes;A;F1;H;2.3;perdida;-100.0;(2.25, 2.5]
Nice;Lens;D;F1;H;2.2;perdida;-100.0;(2.0, 2.25]
Toulouse;Sochaux;A;F1;H;1.9;perdida;-100.0;(1.75, 2.0]
Valenciennes;Monaco;D;F1;H;2.1;perdida;-100.0;(2.0, 2.25]
Brest;Bordeaux;A;F1;H;2.75;perdida;-100.0;(2.5, 3.0]
Lyon;Arles;H;F1;H;1.2;ganha;19.999999999999996;(1.0, 1.25]
Marseille;Lille;A;F1;H;2.1;perdida;-100.0;(2.0, 2.25]
Rennes;Marseille;A;F1;H;2.63;perdida;-100.0;(2.5, 3.0]
Arles;Lorient;D;F1;H;4.0;perdida;-100.0;(3.5, 4.0]
Lens;Toulouse;A;F1;H;2.5;perdida;-100.0;(2.25, 2.5]
Nancy;Caen;H;F1;H;2.1;ganha;110.00000000000001;(2.0, 2.25]
Nice;Auxerre;H;F1;H;2.5;ganha;150.0;(2.25, 2.5]
Sochaux;Lyon;A;F1;H;3.6;perdida;-100.0;(3.5, 4.0]
St Etienne;Brest;H;F1;H;1.91;ganha;90.99999999999999;(1.75, 2.0]
Bordeaux;Monaco;A;F1;H;1.83;perdida;-100.0;(1.75, 2.0]
Lille;Valenciennes;H;F1;H;1.44;ganha;43.99999999999999;(1.25, 1.5]
Paris SG;Montpellier;D;F1;H;1.7;perdida;-100.0;(1.5, 1.75]
Auxerre;Sochaux;H;F1;H;2.05;ganha;104.99999999999999;(2.0, 2.25]
Brest;Lille;A;F1;H;4.33;perdida;-100.0;(4.0, 4.5]
Lorient;St Etienne;D;F1;H;2.05;perdida;-100.0;(2.0, 2.25]
Lyon;Rennes;D;F1;H;1.8;perdida;-100.0;(1.75, 2.0]
Montpellier;Lens;A;F1;H;1.8;perdida;-100.0;(1.75, 2.0]
Toulouse;Nice;D;F1;H;1.8;perdida;-100.0;(1.75, 2.0]
Valenciennes;Bordeaux;D;F1;H;2.5;perdida;-100.0;(2.25, 2.5]
Caen;Arles;H;F1;H;1.6;ganha;60.00000000000001;(1.5, 1.75]
Marseille;Paris SG;H;F1;H;2.0;ganha;100.0;(1.75, 2.0]
Monaco;Nancy;A;F1;H;2.0;perdida;-100.0;(1.75, 2.0]
Arles;Monaco;A;F1;H;4.33;perdida;-100.0;(4.0, 4.5]
Lille;Caen;H;F1;H;1.3;ganha;30.000000000000004;(1.25, 1.5]
Nancy;Bordeaux;D;F1;H;2.7;perdida;-100.0;(2.5, 3.0]
Paris SG;Lorient;D;F1;H;1.73;perdida;-100.0;(1.5, 1.75]
Rennes;Auxerre;D;F1;H;1.7;perdida;-100.0;(1.5, 1.75]
Sochaux;Brest;H;F1;H;1.95;ganha;95.0;(1.75, 2.0]
Toulouse;Montpellier;A;F1;H;2.2;perdida;-100.0;(2.0, 2.25]
Lens;Marseille;A;F1;H;3.8;perdida;-100.0;(3.5, 4.0]
Nice;Lyon;D;F1;H;4.75;perdida;-100.0;(4.5, 5.0]
St Etienne;Valenciennes;D;F1;H;2.0;perdida;-100.0;(1.75, 2.0]
Auxerre;St Etienne;D;F1;H;2.1;perdida;-100.0;(2.0, 2.25]
Bordeaux;Arles;D;F1;H;1.29;perdida;-100.0;(1.25, 1.5]
Brest;Rennes;H;F1;H;3.25;ganha;225.0;(3.0, 3.5]
Caen;Paris SG;A;F1;H;3.5;perdida;-100.0;(3.0, 3.5]
Lorient;Sochaux;D;F1;H;1.85;perdida;-100.0;(1.75, 2.0]
Monaco;Lille;H;F1;H;3.75;ganha;275.0;(3.5, 4.0]
Valenciennes;Nancy;D;F1;H;1.91;perdida;-100.0;(1.75, 2.0]
Lyon;Lens;H;F1;H;1.33;ganha;33.00000000000001;(1.25, 1.5]
Marseille;Toulouse;D;F1;H;1.44;perdida;-100.0;(1.25, 1.5]
Montpellier;Nice;D;F1;H;1.73;perdida;-100.0;(1.5, 1.75]
Lens;Brest;D;F1;H;2.0;perdida;-100.0;(1.75, 2.0]
Lille;Bordeaux;D;F1;H;1.62;perdida;-100.0;(1.5, 1.75]
Nice;Monaco;H;F1;H;2.5;ganha;150.0;(2.25, 2.5]
Rennes;Lorient;A;F1;H;1.91;perdida;-100.0;(1.75, 2.0]
Sochaux;Caen;H;F1;H;1.95;ganha;95.0;(1.75, 2.0]
St Etienne;Nancy;H;F1;H;1.95;ganha;95.0;(1.75, 2.0]
Toulouse;Auxerre;A;F1;H;2.1;perdida;-100.0;(2.0, 2.25]
Arles;Valenciennes;A;F1;H;4.0;perdida;-100.0;(3.5, 4.0]
Montpellier;Marseille;A;F1;H;3.5;perdida;-100.0;(3.0, 3.5]
Paris SG;Lyon;H;F1;H;2.55;ganha;154.99999999999997;(2.5, 3.0]
Auxerre;Lens;D;F1;H;2.0;perdida;-100.0;(1.75, 2.0]
Bordeaux;St Etienne;H;F1;H;1.91;ganha;90.99999999999999;(1.75, 2.0]
Brest;Paris SG;D;F1;H;3.25;perdida;-100.0;(3.0, 3.5]
Caen;Toulouse;D;F1;H;2.5;perdida;-100.0;(2.25, 2.5]
Lorient;Lille;D;F1;H;3.25;perdida;-100.0;(3.0, 3.5]
Monaco;Rennes;H;F1;H;2.2;ganha;120.00000000000001;(2.0, 2.25]
Nancy;Arles;D;F1;H;1.5;perdida;-100.0;(1.25, 1.5]
Valenciennes;Sochaux;D;F1;H;2.05;perdida;-100.0;(2.0, 2.25]
Lyon;Montpellier;H;F1;H;1.4;ganha;39.99999999999999;(1.25, 1.5]
Marseille;Nice;H;F1;H;1.4;ganha;39.99999999999999;(1.25, 1.5]
Lens;Lorient;A;F1;H;2.4;perdida;-100.0;(2.25, 2.5]
Lille;Arles;H;F1;H;1.14;ganha;13.99999999999999;(1.0, 1.25]
Paris SG;Valenciennes;H;F1;H;1.5;ganha;50.0;(1.25, 1.5]
Rennes;Bordeaux;D;F1;H;2.25;perdida;-100.0;(2.0, 2.25]
Sochaux;Nancy;H;F1;H;2.0;ganha;100.0;(1.75, 2.0]
Marseille;Auxerre;D;F1;H;1.4;perdida;-100.0;(1.25, 1.5]
Montpellier;Brest;D;F1;H;1.95;perdida;-100.0;(1.75, 2.0]
Nice;Caen;A;F1;H;2.05;perdida;-100.0;(2.0, 2.25]
St Etienne;Monaco;D;F1;H;2.1;perdida;-100.0;(2.0, 2.25]
Toulouse;Lyon;H;F1;H;4.1;ganha;309.99999999999994;(4.0, 4.5]
Arles;St Etienne;A;F1;H;4.2;perdida;-100.0;(4.0, 4.5]
Auxerre;Montpellier;H;F1;H;2.2;ganha;120.00000000000001;(2.0, 2.25]
Bordeaux;Sochaux;A;F1;H;1.75;perdida;-100.0;(1.5, 1.75]
Brest;Nice;D;F1;H;2.0;perdida;-100.0;(1.75, 2.0]
Caen;Lens;D;F1;H;2.1;perdida;-100.0;(2.0, 2.25]
Lorient;Toulouse;D;F1;H;2.0;perdida;-100.0;(1.75, 2.0]
Monaco;Paris SG;D;F1;H;3.25;perdida;-100.0;(3.0, 3.5]
Nancy;Lille;A;F1;H;4.0;perdida;-100.0;(3.5, 4.0]
Lyon;Marseille;H;F1;H;2.25;ganha;125.0;(2.0, 2.25]
Valenciennes;Rennes;H;F1;H;2.4;ganha;140.0;(2.25, 2.5]
Paris SG;Nancy;D;F1;H;1.44;perdida;-100.0;(1.25, 1.5]
St Etienne;Lille;A;F1;H;3.6;perdida;-100.0;(3.5, 4.0]
Auxerre;Lyon;H;F1;H;3.4;ganha;240.0;(3.0, 3.5]
Lens;Bordeaux;H;F1;H;2.6;ganha;160.0;(2.5, 3.0]
Marseille;Brest;H;F1;H;1.36;ganha;36.00000000000001;(1.25, 1.5]
Montpellier;Lorient;H;F1;H;2.4;ganha;140.0;(2.25, 2.5]
Nice;Arles;H;F1;H;1.4;ganha;39.99999999999999;(1.25, 1.5]
Rennes;Caen;D;F1;H;1.85;perdida;-100.0;(1.75, 2.0]
Sochaux;Monaco;H;F1;H;2.1;ganha;110.00000000000001;(2.0, 2.25]
Toulouse;Valenciennes;D;F1;H;2.05;perdida;-100.0;(2.0, 2.25]
Arles;Toulouse;H;F1;H;4.5;ganha;350.0;(4.0, 4.5]
Caen;Montpellier;H;F1;H;2.0;ganha;100.0;(1.75, 2.0]
Lorient;Marseille;D;F1;H;3.6;perdida;-100.0;(3.5, 4.0]
Monaco;Lens;D;F1;H;1.83;perdida;-100.0;(1.75, 2.0]
Nancy;Nice;H;F1;H;1.95;ganha;95.0;(1.75, 2.0]
St Etienne;Rennes;A;F1;H;2.25;perdida;-100.0;(2.0, 2.25]
Valenciennes;Auxerre;D;F1;H;2.1;perdida;-100.0;(2.0, 2.25]
Brest;Lyon;D;F1;H;3.8;perdida;-100.0;(3.5, 4.0]
Bordeaux;Paris SG;H;F1;H;2.75;ganha;175.0;(2.5, 3.0]
Lille;Sochaux;H;F1;H;1.36;ganha;36.00000000000001;(1.25, 1.5]
Auxerre;Brest;A;F1;H;2.3;perdida;-100.0;(2.25, 2.5]
Lens;Arles;A;F1;H;1.62;perdida;-100.0;(1.5, 1.75]
Lyon;Caen;D;F1;H;1.4;perdida;-100.0;(1.25, 1.5]
Marseille;Valenciennes;D;F1;H;1.44;perdida;-100.0;(1.25, 1.5]
Montpellier;Monaco;A;F1;H;3.1;perdida;-100.0;(3.0, 3.5]
Nice;Lorient;H;F1;H;1.75;ganha;75.0;(1.5, 1.75]
Paris SG;Lille;D;F1;H;2.2;perdida;-100.0;(2.0, 2.25]
Rennes;Nancy;A;F1;H;1.91;perdida;-100.0;(1.75, 2.0]
Sochaux;St Etienne;H;F1;H;1.95;ganha;95.0;(1.75, 2.0]
Toulouse;Bordeaux;H;F1;H;2.25;ganha;125.0;(2.0, 2.25]
Arles;Sochaux;A;F1;H;4.75;perdida;-100.0;(4.5, 5.0]
Bordeaux;Montpellier;H;F1;H;1.91;ganha;90.99999999999999;(1.75, 2.0]
Brest;Toulouse;A;F1;H;2.0;perdida;-100.0;(1.75, 2.0]
Caen;Marseille;D;F1;H;2.1;perdida;-100.0;(2.0, 2.25]
Lille;Rennes;H;F1;H;1.8;ganha;80.0;(1.75, 2.0]
Lorient;Auxerre;A;F1;H;2.4;perdida;-100.0;(2.25, 2.5]
Monaco;Lyon;A;F1;H;3.0;perdida;-100.0;(2.5, 3.0]
Nancy;Lens;H;F1;H;1.4;ganha;39.99999999999999;(1.25, 1.5]
St Etienne;Paris SG;D;F1;H;4.75;perdida;-100.0;(4.5, 5.0]
Valenciennes;Nice;H;F1;H;1.91;ganha;90.99999999999999;(1.75, 2.0]
Celtic;Ross County;H;SC0;H;1.17;ganha;16.999999999999993;(1.0, 1.25]
Hamilton;Partick;D;SC0;H;2.63;perdida;-100.0;(2.5, 3.0]
Inverness C;Motherwell;A;SC0;H;1.67;perdida;-100.0;(1.5, 1.75]
Kilmarnock;Dundee;A;SC0;H;2.5;perdida;-100.0;(2.25, 2.5]
Dundee United;Aberdeen;A;SC0;H;3.6;perdida;-100.0;(3.5, 4.0]
Hearts;St Johnstone;H;SC0;H;2.1;ganha;110.00000000000001;(2.0, 2.25]
Dundee;Hearts;A;SC0;H;2.8;perdida;-100.0;(2.5, 3.0]
Motherwell;Dundee United;A;SC0;H;2.55;perdida;-100.0;(2.5, 3.0]
Ross County;Hamilton;H;SC0;H;2.05;ganha;104.99999999999999;(2.0, 2.25]
St Johnstone;Inverness C;D;SC0;H;2.4;perdida;-100.0;(2.25, 2.5]
Aberdeen;Kilmarnock;H;SC0;H;1.33;ganha;33.00000000000001;(1.25, 1.5]
Partick;Celtic;A;SC0;H;9.0;perdida;-100.0;(5.0, 10.0]
Dundee United;Dundee;D;SC0;H;2.25;perdida;-100.0;(2.0, 2.25]
St Johnstone;Ross County;D;SC0;H;1.91;perdida;-100.0;(1.75, 2.0]
Hearts;Motherwell;H;SC0;H;1.73;ganha;73.0;(1.5, 1.75]
Inverness C;Partick;D;SC0;H;2.0;perdida;-100.0;(1.75, 2.0]
Kilmarnock;Celtic;D;SC0;H;11.0;perdida;-100.0;(10.0, 15.0]
Celtic;Inverness C;H;SC0;H;1.18;ganha;17.999999999999993;(1.0, 1.25]
Dundee;St Johnstone;H;SC0;H;2.25;ganha;125.0;(2.0, 2.25]
Hamilton;Dundee United;H;SC0;H;2.55;ganha;154.99999999999997;(2.5, 3.0]
Motherwell;Aberdeen;A;SC0;H;5.25;perdida;-100.0;(5.0, 10.0]
Partick;Kilmarnock;D;SC0;H;1.7;perdida;-100.0;(1.5, 1.75]
Ross County;Hearts;A;SC0;H;2.5;perdida;-100.0;(2.25, 2.5]
Aberdeen;Dundee;H;SC0;H;1.5;ganha;50.0;(1.25, 1.5]
Dundee United;Celtic;A;SC0;H;9.5;perdida;-100.0;(5.0, 10.0]
Hearts;Partick;H;SC0;H;1.91;ganha;90.99999999999999;(1.75, 2.0]
Inverness C;Hamilton;A;SC0;H;2.2;perdida;-100.0;(2.0, 2.25]
Kilmarnock;Ross County;A;SC0;H;2.8;perdida;-100.0;(2.5, 3.0]
St Johnstone;Motherwell;H;SC0;H;2.05;ganha;104.99999999999999;(2.0, 2.25]
Celtic;St Johnstone;H;SC0;H;1.17;ganha;16.999999999999993;(1.0, 1.25]
Dundee;Inverness C;D;SC0;H;2.1;perdida;-100.0;(2.0, 2.25]
Hamilton;Hearts;H;SC0;H;3.2;ganha;220.00000000000003;(3.0, 3.5]
Motherwell;Kilmarnock;H;SC0;H;1.83;ganha;83.0;(1.75, 2.0]
Partick;Aberdeen;A;SC0;H;5.0;perdida;-100.0;(4.5, 5.0]
Ross County;Dundee United;H;SC0;H;2.1;ganha;110.00000000000001;(2.0, 2.25]
Inverness C;Hearts;H;SC0;H;3.0;ganha;200.0;(2.5, 3.0]
Aberdeen;Celtic;H;SC0;H;4.2;ganha;320.0;(4.0, 4.5]
Dundee United;Kilmarnock;A;SC0;H;1.73;perdida;-100.0;(1.5, 1.75]
Motherwell;Ross County;D;SC0;H;2.75;perdida;-100.0;(2.5, 3.0]
Partick;Dundee;A;SC0;H;2.55;perdida;-100.0;(2.5, 3.0]
St Johnstone;Hamilton;H;SC0;H;2.15;ganha;114.99999999999999;(2.0, 2.25]
Aberdeen;Hamilton;H;SC0;H;1.4;ganha;39.99999999999999;(1.25, 1.5]
